Name	Date	Longitude	Latitude	Chlorophyll_mean	Chlorophyll_sigma	num_passes
Odra_pos_2_312	2022-07-01	14.97839195	52.05142795	NaN	NaN	NaN
Odra_pos_2_313	2022-07-01	14.96043775	52.05520943	NaN	NaN	NaN
Odra_pos_2_314	2022-07-01	14.94167041	52.04652715	NaN	NaN	NaN
Odra_pos_2_315	2022-07-01	14.92172497	52.04546967	NaN	NaN	NaN
Odra_pos_2_316	2022-07-01	14.9027734	52.04818304	NaN	NaN	NaN
Odra_pos_2_317	2022-07-01	14.88377911	52.05449073	NaN	NaN	NaN
Odra_pos_2_318	2022-07-01	14.86833539	52.06380242	NaN	NaN	NaN
Odra_pos_2_319	2022-07-01	14.84883723	52.07582897	NaN	NaN	NaN
Odra_pos_2_320	2022-07-01	14.82979897	52.07739688	NaN	NaN	NaN
Odra_pos_2_321	2022-07-01	14.81011916	52.07512753	NaN	NaN	NaN
Odra_pos_2_322	2022-07-01	14.79015609	52.0708044	NaN	NaN	NaN
